Species,Reg spec no,ID (tank),Duration ,Treat,ID (system),Resp O2 ,NPP O2,GPP O2 ,Position,ID (algae),DMSP ,w [mm],h [mm],Area [cm**2],[NO2]- [µmol/l],NO3+NO2 [µmol/l],[NH4]+ [µmol/l],Si(OH)4 [µmol/l],PO4 [µmol/l],[NO3]- [µmol/l],Migration [cm],Temp [°C],Temp std dev [±],Sal,Sal std dev [±],Potentiometric-pH,pH std dev [±],AT [µmol/kg],AT std dev [±],pCO2water_SST_wet [µatm] (Calculated using CO2SYS),pCO2 std dev [±],[HCO3]- [µmol/kg] (Calculated using CO2SYS),[HCO3]- std dev [±],[CO3]2- [µmol/kg] (Calculated using CO2SYS),[CO3]2- std dev [±],CSC flag,pH (Calculated using seacarb afte...),CO2 [µmol/kg],fCO2water_SST_wet [µatm],pCO2water_SST_wet [µatm] (Calculated using seacarb afte...),[HCO3]- [µmol/kg] (Calculated using seacarb afte...),[CO3]2- [µmol/kg] (Calculated using seacarb afte...),DIC [µmol/kg],Omega Arg,Omega Cal
Palmaria palmata (macroalgae),145771,30,0,pCO2=380 ppm,,,,,tip of the frond,,0.058431203,,,,,,,,,,,15.8,0.2,35.1,2.4,8.02,0.02,2718.7,167.4,689.7,43.73,2362.98,127.36,147.6,18.81,26,7.91,25.16,688.5,690.97,2367.54,146.11,2538.81,2.24,3.48
Palmaria palmata (macroalgae),145771,1,4,pCO2=2000 ppm,,,,,base of the frond,,0.218182952,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,1,4,pCO2=2000 ppm,,,,,tip of the frond,,0.083248053,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,2,4,pCO2=380 ppm,,,,,base of the frond,,0.108973574,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,2,4,pCO2=380 ppm,,,,,tip of the frond,,0.034459098,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,3,4,pCO2=380 ppm,,,,,base of the frond,,0.843654821,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,3,4,pCO2=380 ppm,,,,,tip of the frond,,0.03970153,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,4,4,pCO2=2000 ppm,,,,,base of the frond,,1.528896566,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,4,4,pCO2=2000 ppm,,,,,tip of the frond,,0.345341807,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,5,4,pCO2=2000 ppm,,,,,base of the frond,,1.364772992,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,5,4,pCO2=2000 ppm,,,,,tip of the frond,,1.472365145,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,6,4,pCO2=380 ppm,,,,,base of the frond,,0.063671074,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,6,4,pCO2=380 ppm,,,,,tip of the frond,,1.013780777,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,7,4,pCO2=380 ppm,,,,,base of the frond,,0.325985382,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,7,4,pCO2=380 ppm,,,,,tip of the frond,,0.102113976,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,8,4,pCO2=2000 ppm,,,,,base of the frond,,0.317317988,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,8,4,pCO2=2000 ppm,,,,,tip of the frond,,0.043881377,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,9,4,pCO2=380 ppm,,,,,base of the frond,,1.778916665,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,9,4,pCO2=380 ppm,,,,,tip of the frond,,0.031016649,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,10,4,pCO2=380 ppm,,,,,base of the frond,,0.870191877,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,10,4,pCO2=380 ppm,,,,,tip of the frond,,0.138152377,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,11,4,pCO2=2000 ppm,,,,,base of the frond,,0.03936371,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,11,4,pCO2=2000 ppm,,,,,tip of the frond,,0.022966474,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,12,4,pCO2=2000 ppm,,,,,base of the frond,,0.726556186,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,12,4,pCO2=2000 ppm,,,,,tip of the frond,,0.025552328,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,13,4,pCO2=380 ppm,,,,,base of the frond,,0.05908773,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,13,4,pCO2=380 ppm,,,,,tip of the frond,,0.389896916,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,14,4,pCO2=380 ppm,,,,,base of the frond,,0.135126895,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,14,4,pCO2=380 ppm,,,,,tip of the frond,,0.033753699,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,15,4,pCO2=2000 ppm,,,,,base of the frond,,0.258938999,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,15,4,pCO2=2000 ppm,,,,,tip of the frond,,0.071959282,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,16,4,pCO2=2000 ppm,,,,,base of the frond,,0.274908637,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,16,4,pCO2=2000 ppm,,,,,tip of the frond,,0.050664927,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,17,4,pCO2=380 ppm,,,,,base of the frond,,1.626212505,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,17,4,pCO2=380 ppm,,,,,tip of the frond,,0.042041281,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,18,4,pCO2=380 ppm,,,,,base of the frond,,3.27031622,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,18,4,pCO2=380 ppm,,,,,tip of the frond,,0.182270286,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,19,4,pCO2=2000 ppm,,,,,base of the frond,,0.863996457,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,19,4,pCO2=2000 ppm,,,,,tip of the frond,,0.475675829,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,20,4,pCO2=2000 ppm,,,,,base of the frond,,0.05315388,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,20,4,pCO2=2000 ppm,,,,,tip of the frond,,2.650464286,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,21,4,pCO2=380 ppm,,,,,base of the frond,,1.495172017,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,21,4,pCO2=380 ppm,,,,,tip of the frond,,3.413048777,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,22,4,pCO2=380 ppm,,,,,base of the frond,,0.051387657,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,22,4,pCO2=380 ppm,,,,,tip of the frond,,0.53943615,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,23,4,pCO2=2000 ppm,,,,,base of the frond,,0.307908891,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,24,4,pCO2=2000 ppm,,,,,base of the frond,,0.276085059,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,25,4,pCO2=380 ppm,,,,,base of the frond,,3.124882696,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,25,4,pCO2=380 ppm,,,,,tip of the frond,,0.947463323,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,26,4,pCO2=380 ppm,,,,,tip of the frond,,2.431976471,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,27,4,pCO2=2000 ppm,,,,,base of the frond,,0.076037849,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,27,4,pCO2=2000 ppm,,,,,tip of the frond,,0.958352287,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,28,4,pCO2=2000 ppm,,,,,base of the frond,,0.412374962,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,28,4,pCO2=2000 ppm,,,,,tip of the frond,,1.44974367,,,,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,29,4,pCO2=380 ppm,,,,,base of the frond,,0.332412549,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,29,4,pCO2=380 ppm,,,,,tip of the frond,,0.645562799,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,30,4,pCO2=380 ppm,,,,,base of the frond,,0.628750918,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,30,4,pCO2=380 ppm,,,,,tip of the frond,,0.075081363,,,,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,1,4,pCO2=2000 ppm,,,,,base of the frond,,,17,,20.02765317,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,1,4,pCO2=2000 ppm,,,,,tip of the frond,,,17,,20.02765317,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,2,4,pCO2=380 ppm,,,,,base of the frond,,,20,,23.5619449,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,2,4,pCO2=380 ppm,,,,,tip of the frond,,,18,,21.20575041,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,3,4,pCO2=380 ppm,,,,,base of the frond,,,19,,22.38384766,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,3,4,pCO2=380 ppm,,,,,tip of the frond,,,19,,22.38384766,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,4,4,pCO2=2000 ppm,,,,,base of the frond,,,17,,20.02765317,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,4,4,pCO2=2000 ppm,,,,,tip of the frond,,,19,,22.38384766,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,5,4,pCO2=2000 ppm,,,,,base of the frond,,,18,,21.20575041,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,5,4,pCO2=2000 ppm,,,,,tip of the frond,,,17,,20.02765317,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,6,4,pCO2=380 ppm,,,,,base of the frond,,,20,,23.5619449,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,6,4,pCO2=380 ppm,,,,,tip of the frond,,,19,,22.38384766,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,7,4,pCO2=380 ppm,,,,,base of the frond,,,19,,22.38384766,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,7,4,pCO2=380 ppm,,,,,tip of the frond,,,17,,20.02765317,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,8,4,pCO2=2000 ppm,,,,,base of the frond,,,18,,21.20575041,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,8,4,pCO2=2000 ppm,,,,,tip of the frond,,,18,,21.20575041,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,9,4,pCO2=380 ppm,,,,,base of the frond,,,17,,20.02765317,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,9,4,pCO2=380 ppm,,,,,tip of the frond,,,19,,22.38384766,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,10,4,pCO2=380 ppm,,,,,base of the frond,,,18,,21.20575041,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,10,4,pCO2=380 ppm,,,,,tip of the frond,,,18,,21.20575041,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,11,4,pCO2=2000 ppm,,,,,base of the frond,,,21,,24.74004215,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,11,4,pCO2=2000 ppm,,,,,tip of the frond,,,17,,20.02765317,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,12,4,pCO2=2000 ppm,,,,,base of the frond,,,21,,24.74004215,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,12,4,pCO2=2000 ppm,,,,,tip of the frond,,,19,,22.38384766,,,,,,,,15.9,0.1,36,2,7.85,0.05,2745.5,89.2,1066.92,157.28,2484.87,82.25,108.23,12.12,26,7.74,38.67,1066.46,1070.28,2488.88,106.66,2634.21,1.63,2.53
Palmaria palmata (macroalgae),145771,13,4,pCO2=380 ppm,,,,,base of the frond,,,18,,21.20575041,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,13,4,pCO2=380 ppm,,,,,tip of the frond,,,16,,18.84955592,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,14,4,pCO2=380 ppm,,,,,base of the frond,,,18,,21.20575041,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
Palmaria palmata (macroalgae),145771,14,4,pCO2=380 ppm,,,,,tip of the frond,,,17,,20.02765317,,,,,,,,15.8,0.1,36.1,2,8.01,0.01,2735,90.6,699.78,34.55,2376.07,70.31,149,8.7,26,7.9,25.59,704.2,706.73,2380.1,147.35,2553.05,2.25,3.49
